Family,Intrafamilial_taxa,Genus,Species,Authority,Medullary_bundles,Source
Plumbaginaceae,n/a,Plumbago ,europaea ,L.,Absent,Crivellaro (2012)
Plumbaginaceae,n/a,Plumbago ,scandens,L.,Absent,This study
Polygonaceae,Erigonoideae,Antigonon,leptopus,Hook. & Arn.,Absent,Rajput (2015)
Polygonaceae,Erigonoideae,Antigonon,guatimalense,Meisn.,Absent,Mohamed & Azer (2020)
Polygonaceae,Erigonoideae,Coccoloba,lucidula,Benth.,Absent,This study
Polygonaceae,Erigonoideae,Coccoloba,striata,Benth.,Absent,This study
Polygonaceae,Erigonoideae,Coccoloba,uvifera,(L.) L.,Absent,Metcalf & Chalk (1950)
Polygonaceae,Persicarieae,Bistorta,affinis,(D.Don) Greene,Absent,Doležal et al. (2018)
Polygonaceae,Persicarieae,Bistorta,officinalis,Raf.,Absent,Schweingruber et al. (2020)
Polygonaceae,Persicarieae,Bistorta,bistortoides,(Pursh) Small,Absent,Schweingruber et al. (2011)
Polygonaceae,Persicarieae,Bistorta,vivipara,(L) S.F.Gray,Absent,Doležal et al. (2018)
Polygonaceae,Persicarieae,Persicaria ,amphibia,Delarbre,Absent,Schweingruber et al. (2020)
Polygonaceae,Persicarieae,Persicaria ,glacialis,(Meisn.) H.Hara,Absent,Doležal et al. (2018)
Polygonaceae,Persicarieae,Persicaria ,senegalensis,(Meisn.) Soják,Absent,Mohamed & Azer (2020)
Polygonaceae,Persicarieae,Ruprechtia,laxiflora,Meisn.,Absent,Mohamed & Azer (2020)
Polygonaceae,Persicarieae,Ruprechtia,salicifolia,(Cham. & Schltdl.) C.A.Mey.,Absent,Mohamed & Azer (2020)
Polygonaceae,Persicarieae,Triplaris ,americana,L.,Absent,This study
Polygonaceae,Calligoneae,Calligonum,polygonoides,L.,Absent,Mohamed & Azer (2020)
Polygonaceae,Fagopyreae,Fagopyrum,esculentum,Moench,Absent,Schweingruber et al. (2011); Doležal et al. (2018)
Polygonaceae,Fagopyreae,Fagopyrum,tataricum,(L.) Gaertn.,Absent,This study
Polygonaceae,Polygoneae,Fallopia,convolvulus,(L.) A.Löve,Absent,Goremykina & Dinekina (2016)
Polygonaceae,Polygoneae,Knorringia,pamirica,(Korsh.) Tzvelev,Absent,Doležal et al. (2018)
Polygonaceae,Polygoneae,Koenigia,islandica,L.,Absent,Doležal et al. (2018)
Polygonaceae,Polygoneae,Muehlenbeckia ,platycladum,(F.Muell.) Meisn.,Absent,This study
Polygonaceae,Polygoneae,Muehlenbeckia ,sagittifolia,(Ortega) Meisn.,Absent,This study
Polygonaceae,Polygoneae,Polygonum ,aviculare,L.,Absent,This study
Polygonaceae,Polygoneae,Polygonum ,equisetiforme,Sibth. & Sm.,Absent,Metcalf & Chalk (1950); Crivellaro & Schweingruber (2013); Grigore et al. (2014)
Polygonaceae,Polygoneae,Polygonum ,patulum,M.Bieb.,Absent,Grigore et al. (2014); Goremykina & Dinekina (2016)
Polygonaceae,Polygoneae,Reynoutria,cilinervis,(Nakai) Moldenke,Absent,Gang & Cai (2008)
Polygonaceae,Rumiceae,Oxyria,digyna,(L.) Hill,Absent,Schweingruber et al. (2011); Doležal et al. (2018)
Polygonaceae,Rumiceae,Rheum,x hybridum,Murray,Absent,Solereder (1908)
Polygonaceae,Rumiceae,Rheum,nanum,Siev. ex Pall.,Absent,Solereder (1908)
Polygonaceae,Rumiceae,Rheum,sp.,,Absent,Joshi (1936); Carlquist (2003) 
Polygonaceae,Rumiceae,Rheum,rhaponticum,L,Absent,Solereder (1908)
Polygonaceae,Rumiceae,Rumex,chalepensis,Mill.,Absent,Soleimani et al. (2014); Keshavarzi et al. (2018)
Polygonaceae,Rumiceae,Rumex,conglomeratus,Murray,Absent,Soleimani et al. (2014); Keshavarzi et al. (2018)
Polygonaceae,Rumiceae,Rumex,x cordifolius,Brügger,Absent,Maheshwari (1929)
Polygonaceae,Rumiceae,Rumex,crispus,L.,Absent,This study; Maheshwari (1929); Soleimani et al. (2014)
Polygonaceae,Rumiceae,Rumex,dentatus,L.,Absent,Joshi (1936); Metcalf & Chalk (1950); Soleimani et al. (2014); Keshavarzi et al. (2018); Mohamed & Azer (2020)
Polygonaceae,Rumiceae,Rumex,elbrusensis,Boiss.,Absent,Keshavarzi et al. (2018)
Polygonaceae,Rumiceae,Rumex,hastatus,D.Don,Absent,Sahney and Vibhasa (2012)
Polygonaceae,Rumiceae,Rumex,hydrolapathum,Huds.,Absent,Maheshwari (1929); Schweingruber et al. (2011)
Polygonaceae,Rumiceae,Rumex,intermedius,DC.,Absent,Solereder (1908)
Polygonaceae,Rumiceae,Rumex ,longifolius,DC.,Absent,Maheshwari (1929)
Polygonaceae,Rumiceae,Rumex,palustris,Sm.,Absent,Solereder (1908)
Polygonaceae,Rumiceae,Rumex ,patientia,L.,Absent,Maheshwari & Singh (1942); Joshi (1936)
Polygonaceae,Rumiceae,Rumex,pulcher,L.,Absent,Keshavarzi et al. (2018)
Polygonaceae,Rumiceae,Rumex,purpureus,Link,Absent,Solereder (1908)
Polygonaceae,Rumiceae,Rumex,tuberosus,L.,Absent,Soleimani et al. (2014)
Polygonaceae,Rumiceae,Rumex,vesicarius,L.,Absent,Keshavarzi et al. (2018); Mohamed & Azer (2020) 
Portulacaceae,n/a,Portulaca,abscondita,Zavatin & T.Vieira,Absent,Zavatin et al. (2026)
Portulacaceae,n/a,Portulaca,elatior,Mart. ex Rohrb.,Absent,Santos (2016)
Portulacaceae,n/a,Portulaca,giuliettiae,T.Vieira & A.A.Coelho,Absent,Santos (2016)
Portulacaceae,n/a,Portulaca,halimoides,L.,Absent,Lopes Filho (2010); Santos (2016)
Portulacaceae,n/a,Portulaca,hirsutissima,Camb.,Absent,"Lopes Filho, 2010"
Portulacaceae,n/a,Portulaca,mucronata,Link,Absent,Lopes Filho (2010); Santos (2016)
Portulacaceae,n/a,Portulaca,oleracea,L.,Absent,Lopes Filho (2010)
Portulacaceae,n/a,Portulaca,umbraticola,Kunth,Absent,Santos (2016)
Portulacaceae,n/a,Portulaca,werdermannii,Poelln.,Absent,Lopes Filho (2010); Santos (2016)
Rhabdodendraceae,n/a,Rhabdodendron,amazonicum,(Spruce ex Benth.) Huber,Absent,This study
Rhabdodendraceae,n/a,Rhabdodendron,gardnerianum,(Benth.) Sandwith,Absent,This study
Sarcobataceae,n/a,Sarcobatus,vermiculatus ,(Hook.) Torr.,Absent,This study
Simmondsiaceae,n/a,Simmondsia,chinensis,(Link) C.K.Schneid. ,Absent,This study; Bailey (1980); Apostolo & Lorentti (2000)
Stegnospermataceae,n/a,Stegnosperma ,cubense,A.Rich.,Absent,Horak (1980)
Stegnospermataceae,n/a,Stegnosperma ,halimifolium,Benth.,Absent,This study; Horak (1980)
Stegnospermataceae,n/a,Stegnosperma ,watsonii,D.J.Rogers,Absent,Horak (1980)
Talinaceae,n/a,Talinum,arnotii,Hook.f.,Absent,This study
Talinaceae,n/a,Talinum,fruticosum,(L.) Juss.,Absent,"Oliveira et al., (2023)"
Talinaceae,n/a,Talinum,grevei,(Danguy) Christenh. & Byng,Absent,This study
Talinaceae,n/a,Talinum,paniculatum,(Jacq.) Gaertn.,Absent,Lopes Filho (2010); Andrada et al. (2020)
Talinaceae,n/a,Talinum,triangulare ,(Jacq.) Willd.,Absent,Hernandes-Lopes et al. (2016)
Talinaceae,n/a,Talinum,sp. 1,,Absent,This study
Talinaceae,n/a,Talinum,sp. 2,,Absent,This study
Tamaricaceae,n/a,Myricaria,germanica,(L.) Desv.,Absent,Schweingruber et a. (2011)
Tamaricaceae,n/a,Tamarix ,aphylla ,(L.) H.Karst,Absent,Crivellaro (2012)
Tamaricaceae,n/a,Tamarix ,dalmatica ,B.R.Baum,Absent,Crivellaro & Schweingruber (2013)
Tamaricaceae,n/a,Tamarix ,smyrnensis ,Bunge,Absent,Crivellaro & Schweingruber (2013)
Tamaricaceae,n/a,Tamarix ,tetragyna ,Ehrenb.,Absent,Crivellaro & Schweingruber (2013)
Tamaricaceae,n/a,Tamarix ,tetrandra ,M.Bieb.,Absent,Crivellaro & Schweingruber (2013)
Ericaceae,,Cassiope,mertensiana,(Bong.) G.Don,Absent,Wallace (1986)
Zygophyllaceae,,Zygophyllum ,fabago,L.,Absent,Majeed (2011)
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
